age,job,marital,education,balance,housing,loan,deposit,customer_segment,segment_name,estimated_clv,risk_score,campaign_cost,campaign_roi
58,management,married,secondary,-382,no,no,yes,2,Budget_Conscious,4992.36,30.0,600,733.3333333333333
35,admin.,divorced,secondary,1224,yes,no,yes,0,Young_Savers,5024.48,0.0,50,9900.0
30,management,single,tertiary,5359,no,no,yes,0,Young_Savers,5107.18,0.0,50,9900.0
31,technician,married,tertiary,2166,no,no,yes,0,Young_Savers,5043.32,0.0,300,1566.6666666666665
35,management,married,tertiary,925,no,no,yes,0,Young_Savers,5018.5,0.0,200,2400.0
36,management,married,tertiary,495,no,no,yes,0,Young_Savers,5009.9,0.0,150,3233.3333333333335
34,admin.,married,secondary,2374,yes,no,yes,0,Young_Savers,5047.48,0.0,50,9900.0
28,student,single,secondary,1925,no,no,yes,0,Young_Savers,5038.5,0.0,50,9900.0
23,services,single,secondary,279,yes,no,yes,0,Young_Savers,5005.58,0.0,50,9900.0
46,blue-collar,married,unknown,842,yes,no,yes,0,Young_Savers,5016.84,0.0,50,9900.0
33,unemployed,single,tertiary,6748,no,no,yes,0,Young_Savers,5134.96,0.0,100,4900.0
25,management,married,tertiary,-242,yes,yes,yes,0,Young_Savers,4995.16,60.0,200,2400.0
43,blue-collar,married,primary,3917,no,no,yes,3,Premium_Clients,5078.34,0.0,50,9900.0
38,technician,single,secondary,1711,no,no,yes,0,Young_Savers,5034.22,0.0,50,9900.0
62,retired,married,secondary,298,no,no,yes,3,Premium_Clients,5005.96,0.0,100,4900.0
33,unknown,married,secondary,335,no,no,yes,0,Young_Savers,5006.7,0.0,100,4900.0
53,management,married,unknown,2240,yes,no,yes,3,Premium_Clients,5044.8,0.0,100,4900.0
38,technician,married,secondary,1478,no,no,yes,0,Young_Savers,5029.56,0.0,200,2400.0
32,entrepreneur,married,secondary,390,no,no,yes,0,Young_Savers,5007.8,0.0,50,9900.0
24,student,single,secondary,1234,no,no,yes,0,Young_Savers,5024.68,0.0,50,9900.0
26,management,single,tertiary,3704,no,no,yes,0,Young_Savers,5074.08,0.0,200,2400.0
55,blue-collar,married,unknown,890,no,no,yes,0,Young_Savers,5017.8,0.0,100,4900.0
47,management,married,tertiary,3663,no,no,yes,3,Premium_Clients,5073.26,0.0,150,3233.3333333333335
58,blue-collar,single,secondary,119,yes,yes,yes,3,Premium_Clients,5002.38,30.0,50,9900.0
30,blue-collar,married,secondary,167,yes,no,yes,0,Young_Savers,5003.34,0.0,50,9900.0
39,technician,single,secondary,1022,yes,no,yes,0,Young_Savers,5020.44,0.0,100,4900.0
30,admin.,single,tertiary,305,no,no,yes,0,Young_Savers,5006.1,0.0,100,4900.0
34,blue-collar,divorced,unknown,172,no,no,yes,0,Young_Savers,5003.44,0.0,50,9900.0
34,management,married,tertiary,3047,no,no,yes,0,Young_Savers,5060.94,0.0,50,9900.0
56,management,married,tertiary,616,no,no,yes,3,Premium_Clients,5012.32,0.0,50,9900.0
27,services,single,secondary,453,no,no,yes,0,Young_Savers,5009.06,0.0,100,4900.0
46,self-employed,single,secondary,526,no,no,yes,0,Young_Savers,5010.52,0.0,50,9900.0
32,management,married,tertiary,169,no,no,yes,0,Young_Savers,5003.38,0.0,100,4900.0
27,services,single,secondary,1347,no,no,yes,0,Young_Savers,5026.94,0.0,50,9900.0
36,blue-collar,married,primary,378,yes,no,yes,0,Young_Savers,5007.56,0.0,50,9900.0
46,admin.,single,tertiary,2889,yes,no,yes,0,Young_Savers,5057.78,0.0,50,9900.0
46,technician,married,secondary,57,no,no,yes,0,Young_Savers,5001.14,0.0,50,9900.0
49,management,married,tertiary,0,no,no,yes,3,Premium_Clients,5000.0,0.0,50,9900.0
39,technician,married,tertiary,1293,no,no,yes,0,Young_Savers,5025.86,0.0,100,4900.0
33,technician,single,secondary,2085,no,no,yes,0,Young_Savers,5041.7,0.0,100,4900.0
48,entrepreneur,single,secondary,315,no,no,yes,0,Young_Savers,5006.3,0.0,50,9900.0
38,blue-collar,married,secondary,1627,no,no,yes,0,Young_Savers,5032.54,0.0,450,1011.1111111111111
60,retired,married,secondary,1853,no,no,yes,3,Premium_Clients,5037.06,0.0,50,9900.0
33,technician,single,secondary,1429,yes,no,yes,0,Young_Savers,5028.58,0.0,400,1150.0
64,management,married,tertiary,3951,no,no,yes,3,Premium_Clients,5079.02,0.0,50,9900.0
22,self-employed,single,tertiary,780,no,no,yes,0,Young_Savers,5015.6,0.0,150,3233.3333333333335
34,technician,divorced,tertiary,674,yes,no,yes,0,Young_Savers,5013.48,0.0,100,4900.0
36,blue-collar,married,secondary,218,yes,no,yes,0,Young_Savers,5004.36,0.0,300,1566.6666666666665
72,retired,married,primary,763,no,no,yes,3,Premium_Clients,5015.26,0.0,100,4900.0
37,services,married,secondary,4151,yes,yes,yes,0,Young_Savers,5083.02,30.0,200,2400.0
78,retired,divorced,primary,2787,no,no,yes,3,Premium_Clients,5055.74,0.0,50,9900.0
31,technician,married,tertiary,26,no,yes,yes,0,Young_Savers,5000.52,30.0,50,9900.0
20,student,single,secondary,153,no,no,yes,0,Young_Savers,5003.06,0.0,50,9900.0
60,self-employed,married,primary,362,no,yes,yes,3,Premium_Clients,5007.24,30.0,300,1566.6666666666665
36,self-employed,married,secondary,1184,yes,no,yes,0,Young_Savers,5023.68,0.0,50,9900.0
51,technician,married,secondary,6840,no,no,yes,3,Premium_Clients,5136.8,0.0,50,9900.0
26,blue-collar,single,secondary,3145,no,no,yes,0,Young_Savers,5062.9,0.0,50,9900.0
48,admin.,married,secondary,660,no,no,yes,0,Young_Savers,5013.2,0.0,50,9900.0
49,management,married,tertiary,1311,yes,no,yes,0,Young_Savers,5026.22,0.0,50,9900.0
20,student,single,secondary,215,no,no,yes,0,Young_Savers,5004.3,0.0,50,9900.0
77,retired,married,primary,3324,no,no,yes,3,Premium_Clients,5066.48,0.0,50,9900.0
42,management,single,tertiary,0,yes,no,yes,0,Young_Savers,5000.0,40.0,50,9900.0
31,admin.,single,secondary,747,yes,no,yes,0,Young_Savers,5014.94,0.0,100,4900.0
56,blue-collar,married,secondary,448,yes,yes,yes,3,Premium_Clients,5008.96,30.0,50,9900.0
32,technician,single,tertiary,1246,yes,no,yes,0,Young_Savers,5024.92,0.0,50,9900.0
33,management,married,tertiary,271,yes,no,yes,0,Young_Savers,5005.42,0.0,100,4900.0
33,management,single,tertiary,1271,yes,no,yes,0,Young_Savers,5025.42,0.0,150,3233.3333333333335
54,housemaid,married,secondary,962,yes,no,yes,3,Premium_Clients,5019.24,0.0,150,3233.3333333333335
28,student,single,tertiary,3054,no,no,yes,0,Young_Savers,5061.08,0.0,50,9900.0
41,unemployed,married,tertiary,0,no,no,yes,0,Young_Savers,5000.0,0.0,150,3233.3333333333335
51,management,married,tertiary,346,no,no,yes,3,Premium_Clients,5006.92,0.0,100,4900.0
43,blue-collar,divorced,primary,3550,no,no,yes,0,Young_Savers,5071.0,0.0,50,9900.0
36,management,single,tertiary,1379,no,no,yes,0,Young_Savers,5027.58,0.0,50,9900.0
49,management,married,tertiary,1093,yes,yes,yes,3,Premium_Clients,5021.86,30.0,100,4900.0
47,admin.,divorced,secondary,295,yes,no,yes,0,Young_Savers,5005.9,0.0,100,4900.0
30,services,married,secondary,129,yes,no,yes,0,Young_Savers,5002.58,0.0,350,1328.5714285714287
31,technician,married,tertiary,636,yes,no,yes,0,Young_Savers,5012.72,0.0,200,2400.0
39,technician,married,secondary,4101,yes,no,yes,0,Young_Savers,5082.02,0.0,100,4900.0
40,management,married,tertiary,3352,yes,no,yes,0,Young_Savers,5067.04,0.0,50,9900.0
48,management,single,tertiary,334,yes,no,yes,0,Young_Savers,5006.68,0.0,100,4900.0
30,services,divorced,secondary,341,yes,no,yes,0,Young_Savers,5006.82,0.0,50,9900.0
41,entrepreneur,married,secondary,8491,yes,no,yes,0,Young_Savers,5169.82,0.0,50,9900.0
33,services,married,secondary,227,yes,yes,yes,0,Young_Savers,5004.54,30.0,100,4900.0
25,student,single,secondary,125,no,no,yes,0,Young_Savers,5002.5,0.0,50,9900.0
49,admin.,married,secondary,3608,yes,no,yes,3,Premium_Clients,5072.16,0.0,50,9900.0
32,management,single,tertiary,2536,yes,no,yes,0,Young_Savers,5050.72,0.0,300,1566.6666666666665
64,management,married,tertiary,4688,no,no,yes,3,Premium_Clients,5093.76,0.0,50,9900.0
28,student,single,secondary,0,no,no,yes,2,Budget_Conscious,5000.0,0.0,1000,400.0
37,management,married,tertiary,1113,no,no,yes,0,Young_Savers,5022.26,0.0,50,9900.0
25,blue-collar,single,secondary,1857,yes,no,yes,0,Young_Savers,5037.14,0.0,200,2400.0
53,admin.,single,secondary,2892,no,no,yes,3,Premium_Clients,5057.84,0.0,150,3233.3333333333335
62,self-employed,divorced,tertiary,6,yes,no,yes,3,Premium_Clients,5000.12,0.0,50,9900.0
34,services,married,secondary,1076,no,no,yes,0,Young_Savers,5021.52,0.0,50,9900.0
26,admin.,single,secondary,-930,yes,no,yes,0,Young_Savers,4981.4,70.0,50,9900.0
39,blue-collar,married,secondary,1382,yes,no,yes,0,Young_Savers,5027.64,0.0,100,4900.0
45,management,single,tertiary,2048,yes,no,yes,0,Young_Savers,5040.96,0.0,50,9900.0
19,student,single,primary,608,no,no,yes,0,Young_Savers,5012.16,0.0,50,9900.0
33,blue-collar,divorced,unknown,-274,yes,yes,yes,0,Young_Savers,4994.52,100.0,100,4900.0
43,admin.,married,secondary,132,no,no,yes,0,Young_Savers,5002.64,0.0,100,4900.0
35,technician,single,secondary,344,no,no,yes,2,Budget_Conscious,5006.88,0.0,800,525.0
52,blue-collar,married,secondary,2230,no,no,yes,3,Premium_Clients,5044.6,0.0,150,3233.3333333333335
28,self-employed,single,secondary,5679,yes,no,yes,0,Young_Savers,5113.58,0.0,200,2400.0
35,blue-collar,single,secondary,885,yes,no,yes,0,Young_Savers,5017.7,0.0,300,1566.6666666666665
50,blue-collar,married,primary,3764,no,no,yes,3,Premium_Clients,5075.28,0.0,100,4900.0
37,services,married,secondary,4017,no,no,yes,0,Young_Savers,5080.34,0.0,100,4900.0
36,technician,married,secondary,368,yes,yes,yes,0,Young_Savers,5007.36,30.0,100,4900.0
61,retired,married,secondary,569,no,no,yes,3,Premium_Clients,5011.38,0.0,50,9900.0
24,blue-collar,married,secondary,272,no,no,yes,0,Young_Savers,5005.44,0.0,100,4900.0
35,services,single,primary,167,no,yes,yes,0,Young_Savers,5003.34,30.0,100,4900.0
32,management,married,tertiary,1388,yes,no,yes,0,Young_Savers,5027.76,0.0,50,9900.0
45,blue-collar,married,secondary,7895,yes,no,yes,3,Premium_Clients,5157.9,0.0,50,9900.0
43,blue-collar,married,secondary,2160,no,no,yes,0,Young_Savers,5043.2,0.0,50,9900.0
39,technician,married,secondary,1587,yes,no,yes,0,Young_Savers,5031.74,0.0,150,3233.3333333333335
35,management,divorced,tertiary,1723,yes,no,yes,0,Young_Savers,5034.46,0.0,50,9900.0
23,student,single,tertiary,691,no,no,yes,0,Young_Savers,5013.82,0.0,50,9900.0
34,blue-collar,married,secondary,243,yes,no,yes,0,Young_Savers,5004.86,0.0,50,9900.0
47,admin.,single,secondary,3696,no,no,yes,0,Young_Savers,5073.92,0.0,200,2400.0
21,student,single,secondary,71,no,no,yes,0,Young_Savers,5001.42,0.0,100,4900.0
37,unknown,single,tertiary,0,no,no,yes,0,Young_Savers,5000.0,0.0,100,4900.0
53,admin.,married,secondary,3765,no,no,yes,3,Premium_Clients,5075.3,0.0,150,3233.3333333333335
46,blue-collar,married,primary,977,no,yes,yes,0,Young_Savers,5019.54,30.0,150,3233.3333333333335
26,technician,single,tertiary,15161,no,no,yes,0,Young_Savers,5303.22,0.0,50,9900.0
51,admin.,married,tertiary,0,yes,yes,yes,3,Premium_Clients,5000.0,30.0,100,4900.0
58,entrepreneur,married,tertiary,776,yes,no,yes,3,Premium_Clients,5015.52,0.0,50,9900.0
51,admin.,single,secondary,1994,no,no,yes,3,Premium_Clients,5039.88,0.0,100,4900.0
33,admin.,married,secondary,616,no,no,yes,0,Young_Savers,5012.32,0.0,150,3233.3333333333335
46,housemaid,married,primary,3512,no,no,yes,3,Premium_Clients,5070.24,0.0,50,9900.0
34,technician,single,tertiary,6529,no,no,yes,0,Young_Savers,5130.58,0.0,100,4900.0
40,blue-collar,married,primary,0,yes,no,yes,0,Young_Savers,5000.0,0.0,200,2400.0
40,admin.,divorced,secondary,2129,no,no,yes,0,Young_Savers,5042.58,0.0,50,9900.0
46,technician,single,secondary,874,no,no,yes,0,Young_Savers,5017.48,0.0,150,3233.3333333333335
59,entrepreneur,married,secondary,496,no,no,yes,3,Premium_Clients,5009.92,0.0,150,3233.3333333333335
34,technician,married,tertiary,1539,yes,no,yes,0,Young_Savers,5030.78,0.0,50,9900.0
49,management,divorced,tertiary,348,no,no,yes,3,Premium_Clients,5006.96,0.0,50,9900.0
28,management,single,tertiary,1287,yes,no,yes,0,Young_Savers,5025.74,0.0,50,9900.0
56,management,married,tertiary,12356,yes,no,yes,3,Premium_Clients,5247.12,0.0,50,9900.0
28,technician,single,secondary,5763,no,yes,yes,0,Young_Savers,5115.26,30.0,100,4900.0
33,blue-collar,married,secondary,-267,yes,no,yes,0,Young_Savers,4994.66,30.0,150,3233.3333333333335
37,unemployed,single,secondary,443,no,no,yes,0,Young_Savers,5008.86,0.0,50,9900.0
38,services,married,secondary,934,yes,no,yes,0,Young_Savers,5018.68,0.0,50,9900.0
25,technician,single,secondary,4859,no,no,yes,0,Young_Savers,5097.18,0.0,50,9900.0
74,retired,married,tertiary,1843,no,no,yes,3,Premium_Clients,5036.86,0.0,100,4900.0
42,unemployed,married,secondary,1289,no,no,yes,0,Young_Savers,5025.78,0.0,200,2400.0
29,housemaid,single,tertiary,19,no,no,yes,0,Young_Savers,5000.38,0.0,50,9900.0
60,retired,married,secondary,8332,no,no,yes,3,Premium_Clients,5166.64,0.0,50,9900.0
41,blue-collar,married,secondary,5517,yes,no,yes,0,Young_Savers,5110.34,0.0,50,9900.0
51,admin.,married,secondary,949,no,no,yes,0,Young_Savers,5018.98,0.0,50,9900.0
49,blue-collar,married,primary,-157,yes,no,yes,0,Young_Savers,4996.86,30.0,150,3233.3333333333335
41,management,married,tertiary,254,no,no,yes,0,Young_Savers,5005.08,0.0,100,4900.0
31,blue-collar,married,secondary,136,no,no,yes,0,Young_Savers,5002.72,0.0,100,4900.0
25,admin.,single,secondary,285,no,no,yes,0,Young_Savers,5005.7,0.0,150,3233.3333333333335
32,management,divorced,tertiary,874,no,no,yes,0,Young_Savers,5017.48,0.0,300,1566.6666666666665
73,retired,married,tertiary,1641,yes,no,yes,3,Premium_Clients,5032.82,0.0,100,4900.0
31,management,single,secondary,1088,yes,no,yes,0,Young_Savers,5021.76,0.0,100,4900.0
32,student,single,tertiary,1138,no,no,yes,0,Young_Savers,5022.76,0.0,150,3233.3333333333335
27,student,single,tertiary,13107,yes,no,yes,0,Young_Savers,5262.14,0.0,50,9900.0
60,retired,married,tertiary,2557,yes,no,yes,3,Premium_Clients,5051.14,0.0,50,9900.0
34,admin.,married,tertiary,142,yes,no,yes,0,Young_Savers,5002.84,0.0,50,9900.0
43,admin.,single,secondary,733,yes,no,yes,0,Young_Savers,5014.66,0.0,150,3233.3333333333335
31,entrepreneur,single,tertiary,-405,yes,yes,yes,0,Young_Savers,4991.9,100.0,100,4900.0
42,management,single,tertiary,11008,no,no,yes,3,Premium_Clients,5220.16,0.0,300,1566.6666666666665
27,services,single,secondary,246,no,no,yes,0,Young_Savers,5004.92,0.0,100,4900.0
57,retired,married,tertiary,0,yes,yes,yes,3,Premium_Clients,5000.0,30.0,50,9900.0
30,management,single,tertiary,536,no,no,yes,0,Young_Savers,5010.72,0.0,100,4900.0
45,admin.,divorced,tertiary,1506,no,no,yes,0,Young_Savers,5030.12,0.0,200,2400.0
49,admin.,single,secondary,716,yes,no,yes,0,Young_Savers,5014.32,0.0,150,3233.3333333333335
31,management,single,tertiary,354,no,no,yes,0,Young_Savers,5007.08,0.0,100,4900.0
41,management,divorced,tertiary,1757,no,no,yes,0,Young_Savers,5035.14,0.0,50,9900.0
57,technician,married,secondary,7554,no,no,yes,3,Premium_Clients,5151.08,0.0,50,9900.0
57,management,divorced,unknown,854,no,no,yes,3,Premium_Clients,5017.08,0.0,50,9900.0
58,retired,married,secondary,1230,no,no,yes,3,Premium_Clients,5024.6,0.0,50,9900.0
54,management,married,tertiary,1303,no,no,yes,0,Young_Savers,5026.06,0.0,50,9900.0
36,management,married,tertiary,93,no,no,yes,0,Young_Savers,5001.86,0.0,100,4900.0
53,services,divorced,primary,-291,yes,yes,yes,3,Premium_Clients,4994.18,60.0,50,9900.0
34,admin.,married,tertiary,69,no,yes,yes,0,Young_Savers,5001.38,30.0,150,3233.3333333333335
27,unemployed,single,secondary,771,no,no,yes,0,Young_Savers,5015.42,0.0,50,9900.0
41,services,single,secondary,-675,yes,yes,yes,0,Young_Savers,4986.5,60.0,200,2400.0
62,technician,married,secondary,973,no,no,yes,3,Premium_Clients,5019.46,0.0,50,9900.0
27,blue-collar,single,primary,377,no,no,yes,0,Young_Savers,5007.54,0.0,100,4900.0
37,technician,married,secondary,480,no,no,yes,0,Young_Savers,5009.6,0.0,100,4900.0
22,student,single,secondary,552,no,no,yes,0,Young_Savers,5011.04,0.0,50,9900.0
27,student,single,tertiary,3733,yes,no,yes,0,Young_Savers,5074.66,0.0,300,1566.6666666666665
30,services,single,secondary,-158,yes,no,yes,0,Young_Savers,4996.84,30.0,50,9900.0
28,admin.,single,secondary,136,no,no,yes,0,Young_Savers,5002.72,0.0,50,9900.0
27,admin.,single,secondary,4590,yes,no,yes,0,Young_Savers,5091.8,0.0,200,2400.0
42,management,divorced,secondary,283,yes,no,yes,0,Young_Savers,5005.66,0.0,50,9900.0
36,management,married,tertiary,0,yes,no,yes,0,Young_Savers,5000.0,0.0,50,9900.0
27,blue-collar,married,secondary,419,yes,no,yes,0,Young_Savers,5008.38,0.0,100,4900.0
58,services,divorced,secondary,462,no,no,yes,3,Premium_Clients,5009.24,0.0,50,9900.0
55,technician,divorced,secondary,4,no,no,yes,0,Young_Savers,5000.08,40.0,50,9900.0
52,admin.,divorced,secondary,363,yes,no,yes,3,Premium_Clients,5007.26,0.0,50,9900.0
42,management,single,tertiary,7560,no,no,yes,3,Premium_Clients,5151.2,0.0,50,9900.0
46,management,divorced,tertiary,1297,no,no,yes,0,Young_Savers,5025.94,0.0,150,3233.3333333333335
32,technician,single,secondary,40,no,no,yes,0,Young_Savers,5000.8,0.0,100,4900.0
52,technician,single,secondary,436,no,yes,yes,3,Premium_Clients,5008.72,30.0,50,9900.0
57,admin.,married,secondary,403,yes,no,yes,3,Premium_Clients,5008.06,0.0,50,9900.0
40,technician,single,secondary,5637,yes,no,yes,0,Young_Savers,5112.74,0.0,150,3233.3333333333335
30,self-employed,single,tertiary,916,no,no,yes,0,Young_Savers,5018.32,0.0,100,4900.0
30,management,married,tertiary,1942,yes,yes,yes,0,Young_Savers,5038.84,30.0,100,4900.0
39,technician,divorced,secondary,385,no,no,yes,0,Young_Savers,5007.7,0.0,50,9900.0
28,technician,single,secondary,-1042,yes,no,yes,0,Young_Savers,4979.16,70.0,100,4900.0
34,management,married,tertiary,3696,no,no,yes,0,Young_Savers,5073.92,0.0,100,4900.0
30,management,single,tertiary,3384,no,no,yes,0,Young_Savers,5067.68,0.0,100,4900.0
24,technician,married,secondary,556,yes,no,yes,0,Young_Savers,5011.12,0.0,50,9900.0
59,management,married,tertiary,315,no,no,yes,3,Premium_Clients,5006.3,0.0,50,9900.0
38,unemployed,married,tertiary,2812,yes,no,yes,0,Young_Savers,5056.24,0.0,50,9900.0
47,unemployed,married,primary,324,no,no,yes,0,Young_Savers,5006.48,0.0,100,4900.0
52,blue-collar,married,secondary,-519,yes,no,yes,2,Budget_Conscious,4989.62,30.0,400,1150.0
35,student,single,secondary,188,yes,no,yes,0,Young_Savers,5003.76,0.0,150,3233.3333333333335
61,management,married,tertiary,267,no,no,yes,3,Premium_Clients,5005.34,0.0,50,9900.0
46,self-employed,divorced,tertiary,21,no,no,yes,0,Young_Savers,5000.42,0.0,100,4900.0
55,admin.,married,unknown,2038,no,no,yes,3,Premium_Clients,5040.76,0.0,50,9900.0
42,technician,single,unknown,11115,no,no,yes,3,Premium_Clients,5222.3,0.0,50,9900.0
26,management,single,tertiary,194,no,no,yes,0,Young_Savers,5003.88,0.0,100,4900.0
58,admin.,married,secondary,169,no,no,yes,3,Premium_Clients,5003.38,0.0,50,9900.0
46,management,divorced,secondary,0,no,no,yes,0,Young_Savers,5000.0,0.0,250,1900.0
39,management,married,secondary,2981,no,no,yes,0,Young_Savers,5059.62,0.0,50,9900.0
29,student,single,secondary,67,no,no,yes,0,Young_Savers,5001.34,0.0,50,9900.0
21,technician,single,unknown,360,no,no,yes,0,Young_Savers,5007.2,0.0,100,4900.0
57,technician,married,primary,3376,yes,no,yes,3,Premium_Clients,5067.52,0.0,100,4900.0
31,management,single,tertiary,4718,yes,no,yes,0,Young_Savers,5094.36,0.0,50,9900.0
49,technician,divorced,unknown,387,no,no,yes,0,Young_Savers,5007.74,0.0,50,9900.0
56,management,divorced,tertiary,4266,yes,no,yes,3,Premium_Clients,5085.32,0.0,200,2400.0
30,admin.,married,secondary,396,yes,no,yes,0,Young_Savers,5007.92,0.0,150,3233.3333333333335
34,technician,single,secondary,2085,no,no,yes,0,Young_Savers,5041.7,0.0,150,3233.3333333333335
35,management,single,tertiary,62,yes,no,yes,0,Young_Savers,5001.24,0.0,150,3233.3333333333335
55,retired,divorced,secondary,-268,no,yes,yes,0,Young_Savers,4994.64,60.0,50,9900.0
44,blue-collar,married,secondary,1697,yes,no,yes,0,Young_Savers,5033.94,0.0,100,4900.0
36,technician,married,tertiary,341,no,no,yes,0,Young_Savers,5006.82,0.0,50,9900.0
63,retired,divorced,primary,109,no,no,yes,3,Premium_Clients,5002.18,0.0,100,4900.0
37,management,married,tertiary,0,no,no,yes,0,Young_Savers,5000.0,0.0,100,4900.0
58,retired,married,primary,4158,no,no,yes,3,Premium_Clients,5083.16,0.0,100,4900.0
37,management,married,tertiary,156,no,no,yes,0,Young_Savers,5003.12,0.0,150,3233.3333333333335
26,management,single,tertiary,390,no,no,yes,0,Young_Savers,5007.8,0.0,50,9900.0
44,blue-collar,single,primary,36,yes,no,yes,0,Young_Savers,5000.72,0.0,50,9900.0
37,technician,single,tertiary,0,yes,no,yes,0,Young_Savers,5000.0,0.0,300,1566.6666666666665
53,management,divorced,tertiary,50,yes,no,yes,3,Premium_Clients,5001.0,0.0,50,9900.0
37,management,single,tertiary,102,yes,no,yes,0,Young_Savers,5002.04,0.0,50,9900.0
40,blue-collar,married,primary,57,yes,no,yes,0,Young_Savers,5001.14,0.0,450,1011.1111111111111
40,blue-collar,divorced,secondary,973,no,no,yes,0,Young_Savers,5019.46,0.0,50,9900.0
31,management,married,tertiary,3,yes,yes,yes,0,Young_Savers,5000.06,30.0,50,9900.0
36,self-employed,married,secondary,1245,yes,no,yes,0,Young_Savers,5024.9,0.0,450,1011.1111111111111
36,blue-collar,married,primary,828,no,no,yes,0,Young_Savers,5016.56,0.0,50,9900.0
52,blue-collar,married,unknown,0,yes,no,yes,0,Young_Savers,5000.0,0.0,50,9900.0
39,blue-collar,married,secondary,167,yes,yes,yes,0,Young_Savers,5003.34,30.0,50,9900.0
47,admin.,married,unknown,66,no,no,yes,0,Young_Savers,5001.32,0.0,50,9900.0
49,entrepreneur,married,secondary,687,yes,no,yes,0,Young_Savers,5013.74,0.0,50,9900.0
32,technician,married,tertiary,2688,no,no,yes,0,Young_Savers,5053.76,0.0,50,9900.0
36,management,married,tertiary,625,yes,no,yes,0,Young_Savers,5012.5,0.0,450,1011.1111111111111
27,technician,single,secondary,1742,yes,no,yes,0,Young_Savers,5034.84,0.0,50,9900.0
71,retired,divorced,primary,1729,no,no,yes,3,Premium_Clients,5034.58,0.0,100,4900.0
32,blue-collar,married,secondary,889,yes,no,yes,0,Young_Savers,5017.78,0.0,50,9900.0
29,management,single,tertiary,224,yes,no,yes,0,Young_Savers,5004.48,0.0,100,4900.0
64,housemaid,married,primary,768,no,no,yes,3,Premium_Clients,5015.36,0.0,50,9900.0
24,student,single,secondary,1809,no,no,yes,0,Young_Savers,5036.18,0.0,50,9900.0
21,student,single,primary,423,no,no,yes,0,Young_Savers,5008.46,0.0,250,1900.0
42,entrepreneur,divorced,secondary,335,yes,no,yes,0,Young_Savers,5006.7,0.0,50,9900.0
47,blue-collar,married,secondary,182,yes,no,yes,0,Young_Savers,5003.64,0.0,50,9900.0
53,blue-collar,divorced,primary,4401,no,no,yes,3,Premium_Clients,5088.02,0.0,50,9900.0
33,admin.,single,secondary,607,no,no,yes,0,Young_Savers,5012.14,0.0,100,4900.0
62,retired,married,primary,1084,no,no,yes,3,Premium_Clients,5021.68,0.0,50,9900.0
33,blue-collar,married,secondary,0,no,no,yes,0,Young_Savers,5000.0,0.0,300,1566.6666666666665
58,unemployed,married,secondary,687,yes,no,yes,3,Premium_Clients,5013.74,0.0,100,4900.0
52,services,married,secondary,659,no,no,yes,3,Premium_Clients,5013.18,0.0,50,9900.0
37,technician,single,secondary,1435,no,no,yes,2,Budget_Conscious,5028.7,0.0,800,525.0
37,management,single,tertiary,8828,no,no,yes,0,Young_Savers,5176.56,0.0,150,3233.3333333333335
34,admin.,married,tertiary,69,no,yes,yes,0,Young_Savers,5001.38,30.0,50,9900.0
79,retired,divorced,primary,79,no,no,yes,3,Premium_Clients,5001.58,0.0,100,4900.0
54,self-employed,married,tertiary,990,no,no,yes,3,Premium_Clients,5019.8,0.0,100,4900.0
28,admin.,single,secondary,2290,yes,no,yes,0,Young_Savers,5045.8,0.0,50,9900.0
33,management,married,tertiary,679,no,no,yes,0,Young_Savers,5013.58,0.0,100,4900.0
21,blue-collar,married,primary,-172,yes,yes,yes,0,Young_Savers,4996.56,60.0,50,9900.0
46,self-employed,married,secondary,548,no,no,yes,0,Young_Savers,5010.96,0.0,200,2400.0
38,technician,single,secondary,565,yes,no,yes,0,Young_Savers,5011.3,0.0,50,9900.0
32,services,married,primary,228,yes,no,yes,0,Young_Savers,5004.56,0.0,300,1566.6666666666665
34,self-employed,married,tertiary,0,no,no,yes,2,Budget_Conscious,5000.0,0.0,550,809.0909090909091
49,admin.,single,tertiary,228,yes,no,yes,0,Young_Savers,5004.56,0.0,50,9900.0
31,technician,single,tertiary,454,no,no,yes,0,Young_Savers,5009.08,0.0,50,9900.0
32,self-employed,married,secondary,514,yes,no,yes,0,Young_Savers,5010.28,0.0,50,9900.0
38,blue-collar,single,tertiary,2885,yes,no,yes,0,Young_Savers,5057.7,0.0,500,900.0
27,blue-collar,single,tertiary,567,no,no,yes,0,Young_Savers,5011.34,0.0,100,4900.0
78,unknown,married,unknown,2235,no,no,yes,3,Premium_Clients,5044.7,0.0,150,3233.3333333333335
60,retired,married,secondary,5267,no,no,yes,3,Premium_Clients,5105.34,0.0,50,9900.0
36,admin.,married,tertiary,29,no,no,yes,0,Young_Savers,5000.58,0.0,50,9900.0
75,retired,married,secondary,291,no,no,yes,3,Premium_Clients,5005.82,0.0,50,9900.0
30,management,single,tertiary,4889,no,no,yes,0,Young_Savers,5097.78,0.0,100,4900.0
30,management,single,tertiary,502,no,yes,yes,0,Young_Savers,5010.04,30.0,50,9900.0
50,admin.,married,secondary,3608,yes,no,yes,3,Premium_Clients,5072.16,0.0,100,4900.0
37,management,married,tertiary,3556,no,no,yes,0,Young_Savers,5071.12,0.0,50,9900.0
60,admin.,divorced,secondary,-41,yes,yes,yes,0,Young_Savers,4999.18,60.0,50,9900.0
